"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr2",132182199,132182199,"+",0,0,19.9507297524263
"chr2",132186821,132186821,"+",0,0,19.8425406127238
"chr2",132198497,132198497,"+",0,0,18.5925100397748
"chr2",132200306,132200306,"+",8.58688576343969e-06,0.000525966944798137,15.6511954992968
"chr2",132203737,132203737,"+",0,0,19.4378696738076
"chr2",132208937,132208937,"+",0,0,20.4808656994155
"chr2",132209116,132209116,"+",0,0,19.1168589186756
"chr2",132220480,132220480,"+",0,0,17.1588647777883
"chr2",132233316,132233316,"+",0,0,33.095078549624
"chr2",132233524,132233524,"+",0,0,22.5459609265975
"chr2",132255853,132255853,"+",0,0,26.9663885741752
"chr2",132255957,132255957,"+",0,0,26.9524506867248
"chr2",132256240,132256240,"+",0,0,21.7300469483568
"chr2",132256409,132256409,"+",2.82085989122827e-07,2.73352331340786e-05,17.9139066634141
"chr2",132272916,132272916,"+",1.9373391779709e-13,6.8453384022041e-11,19.3296908832683
"chr2",132274473,132274473,"+",0,0,28.6251506042425
"chr2",132282077,132282077,"+",0,0,26.0540823326769
"chr2",132348661,132348661,"+",1.19471099679913e-12,3.73485424548338e-10,-15.1801590935202
"chr2",132581937,132581937,"+",1.37257205601315e-10,2.91954234342212e-08,-18.2500913514241
"chr2",132591957,132591957,"+",2.72559752545476e-11,6.67585898171845e-09,-22.6898196409956
"chr2",132595693,132595693,"+",1.92551530275864e-11,4.86636559176455e-09,-16.757592237456
"chr2",133157885,133157885,"+",1.56907820070273e-12,4.81859234370941e-10,15.3881645545675
"chr2",133165560,133165560,"+",4.53537207789623e-12,1.28482503752071e-09,-17.5764557899501
"chr2",133361282,133361282,"+",0,0,18.7177928454524
"chr2",134322874,134322874,"+",0,0,15.0434410671799
"chr2",134535495,134535495,"+",0,0,-16.5175108689276
"chr2",134711238,134711238,"+",9.75964864480261e-11,2.14066621184249e-08,-15.7176136489695
"chr2",134911328,134911328,"+",4.21884749357559e-15,1.89140944942432e-12,18.8946327585609
"chr2",135805872,135805872,"+",1.23219049630308e-06,9.90148303108682e-05,-15.1467929938291
"chr2",135934841,135934841,"+",1.53507540012754e-10,3.23417618148369e-08,-18.4516981263253
"chr2",136496804,136496804,"+",0,0,-16.1961830594813
"chr2",136496909,136496909,"+",1.33226762955019e-15,6.38156804734823e-13,-18.1820103823786
"chr2",136672394,136672394,"+",1.67966402553343e-06,0.000129193947962708,-16.9939829516965
"chr2",136808877,136808877,"+",1.01416416364852e-06,8.35754864744485e-05,16.6162449578291
"chr2",136871149,136871149,"+",1.63407031905649e-07,1.69222522205696e-05,-17.2291029433887
"chr2",136960483,136960483,"+",4.07562872339895e-13,1.36850011240667e-10,-21.002538071066
"chr2",136970397,136970397,"+",0,0,-24.0752663688256
"chr2",138451475,138451475,"+",3.82815668054093e-10,7.45147242337812e-08,-16.0311641169222
"chr2",138462319,138462319,"+",4.37734682390278e-07,4.01350658815072e-05,-15.5498721227621
"chr2",138980892,138980892,"+",0,0,-20.6058148773521
"chr2",140168533,140168533,"+",1.5761631726896e-05,0.000881911206818561,-16.984984984985
"chr2",140168646,140168646,"+",4.73046914750697e-07,4.29203430058238e-05,-18.8957055214724
"chr2",140168678,140168678,"+",1.37842737224503e-10,2.93006616889733e-08,-21.7623774075387
"chr2",140168686,140168686,"+",2.32036612146658e-14,9.37680244505252e-12,-25.7128245861238
"chr2",140168704,140168704,"+",1.37223565843669e-13,4.96084326946019e-11,-23.6463032747731
"chr2",140168720,140168720,"+",2.57166867800862e-08,3.29092231010954e-06,-17.9136690647482
"chr2",140168723,140168723,"+",6.72945407176329e-08,7.71781265946865e-06,-16.9855112489643
"chr2",140168742,140168742,"+",1.02431396697966e-11,2.71983657963444e-09,-22.8584645290727
"chr2",140168818,140168818,"+",5.90730797611627e-11,1.35332730592094e-08,-19.7555843016721
"chr2",140168845,140168845,"+",1.63202784619898e-13,5.82966402358043e-11,-22.7228809837505
"chr2",140168847,140168847,"+",1.17450493775095e-12,3.67564221140454e-10,-21.6384952938407
"chr2",140168884,140168884,"+",0,0,-23.5814706425675
"chr2",140168886,140168886,"+",0,0,-23.4550371067459
"chr2",140169039,140169039,"+",0,0,-15.0648308759757
"chr2",142142541,142142541,"+",7.88494214365443e-09,1.14022870043138e-06,17.3653181265598
"chr2",144440417,144440417,"+",9.80852066234661e-11,2.15073620049038e-08,-15.5553235332359
"chr2",145305197,145305197,"+",0,0,-27.2102611414808
"chr2",145431068,145431068,"+",6.47643995148606e-05,0.00287707969425828,15.0998441392356
"chr2",149310951,149310951,"+",9.80326930744013e-13,3.1067795364649e-10,-19.1527693769982
"chr2",149335661,149335661,"+",0,0,-21.5288334853552
"chr2",149433535,149433535,"+",0,0,-31.2728220164649
"chr2",149514359,149514359,"+",0,0,-21.6113675251451
"chr2",149823115,149823115,"+",1.63202784619898e-14,6.73283974776763e-12,-16.1934147941611
"chr2",152148688,152148688,"+",6.52286780145062e-09,9.61432251113368e-07,-17.2818971762699
"chr2",153429969,153429969,"+",5.38535219751779e-08,6.33973179173657e-06,15.5068486040008
"chr2",157182772,157182772,"+",6.66705896090747e-06,0.000423971737457407,-15.0690907615202
"chr2",157184480,157184480,"+",5.03647111638195e-06,0.000332976252944514,-15.3552368667324
"chr2",157552606,157552606,"+",0,0,-20.2886151773751
"chr2",158273544,158273544,"+",0.000118198578133888,0.00472502834002872,15.3513973785847
"chr2",158951439,158951439,"+",1.3533408838029e-09,2.33234960416858e-07,-15.61145912301
"chr2",159691310,159691310,"+",2.09610871593213e-06,0.000156618518479044,-19.7171505537264
"chr2",159691318,159691318,"+",5.2955943574684e-07,4.74125715719561e-05,-23.8230289279637
"chr2",159953360,159953360,"+",3.96520594136973e-11,9.39291387552358e-09,-24.841565358913
"chr2",159994047,159994047,"+",6.5002937327252e-06,0.000414692100873823,-20.4530479226399
"chr2",160515650,160515650,"+",0,0,-16.0857290068514
"chr2",160515747,160515747,"+",0,0,-15.1131440629443
"chr2",161277518,161277518,"+",0,0,-15.8217590963887
"chr2",161277556,161277556,"+",1.21014309684142e-14,5.09511945963914e-12,-15.0302807240606
"chr2",161277585,161277585,"+",3.33066907387547e-16,1.69993895850171e-13,-17.292792711365
"chr2",162103618,162103618,"+",3.11417558407356e-13,1.06299014639e-10,-15.4632352941177
"chr2",162103820,162103820,"+",9.86479327114154e-08,1.08104804232219e-05,-15.1375986954431
"chr2",163197125,163197125,"+",9.13602526964041e-13,2.91088091133635e-10,-15.3130546597403
"chr2",163464722,163464722,"+",0,0,24.4535567837404
"chr2",163588665,163588665,"+",0,0,-19.0229670204639
"chr2",165581707,165581707,"+",0,0,-22.1384745583413
"chr2",167268288,167268288,"+",9.87210313496689e-13,3.12688833008185e-10,17.210262167338
"chr2",167276091,167276091,"+",4.45134662463431e-09,6.82595684413236e-07,-18.5068739259491
"chr2",167623639,167623639,"+",5.10702591327572e-15,2.26616983545859e-12,18.8211646325317
"chr2",167944208,167944208,"+",3.77475828372553e-15,1.70414807956964e-12,19.8923697866615
"chr2",168932113,168932113,"+",1.11022302462516e-16,5.91807495522432e-14,-16.4345816886493
"chr2",169375494,169375494,"+",7.58671019340795e-08,8.57371081492248e-06,-15.7830075787794
"chr2",169375522,169375522,"+",2.93777560056441e-08,3.70459366257204e-06,-18.4703741053201
"chr2",169442334,169442334,"+",4.92938667662202e-09,7.47575039440858e-07,-19.3450114242193
"chr2",169442363,169442363,"+",6.34353980455415e-09,9.37425969329434e-07,-17.0336901210739
"chr2",169442458,169442458,"+",0,0,-15.473056389041
"chr2",170539813,170539813,"+",0,0,17.7853635952168
"chr2",170591999,170591999,"+",4.33320908599377e-07,3.97956861971057e-05,-15.4393005489061
"chr2",170705674,170705674,"+",0,0,-32.3101067168864
"chr2",170782338,170782338,"+",0,0,-30.0644967751612
"chr2",170862143,170862143,"+",4.21884749357559e-15,1.89140944942432e-12,21.6101374592095
"chr2",171220033,171220033,"+",6.66133814775094e-16,3.30015434917864e-13,16.0959324306972
"chr2",171220061,171220061,"+",0,0,17.7362995748646
"chr2",171590668,171590668,"+",0,0,-19.723959280701
"chr2",171941017,171941017,"+",4.04449637114723e-08,4.92530985911509e-06,15.7131772779927
"chr2",172268696,172268696,"+",1.11022302462516e-16,5.91807495522432e-14,-15.4484082744952
"chr2",172488110,172488110,"+",8.88178419700125e-16,4.33806435857062e-13,17.0032868452052
"chr2",173064381,173064381,"+",3.96088051246579e-10,7.68818307611959e-08,-15.3445401368963
"chr2",173064468,173064468,"+",8.97937734167797e-08,9.95167601427937e-06,-16.8106823266219
"chr2",173113142,173113142,"+",0,0,19.2722870893246
"chr2",173118172,173118172,"+",3.60192853025021e-05,0.00176824134747465,-18.1481041245691
"chr2",173118470,173118470,"+",0,0,25.4876429738562
"chr2",173599818,173599818,"+",9.85878045867139e-14,3.63881534154537e-11,16.9605442176871
"chr2",173792624,173792624,"+",0,0,-19.002796714998
"chr2",173827612,173827612,"+",0,0,18.1020600810706
"chr2",173887053,173887053,"+",0,0,15.8899580814748
"chr2",174150898,174150898,"+",1.11022302462516e-16,5.91807495522432e-14,-19.4408455171023
"chr2",174171883,174171883,"+",1.11022302462516e-16,5.91807495522432e-14,23.1194552042984
"chr2",174246876,174246876,"+",1.22254024126356e-07,1.30786855197685e-05,-23.4349855165755
"chr2",174523008,174523008,"+",0,0,17.857902817653
"chr2",174853968,174853968,"+",0,0,-18.6465424441075
"chr2",174884898,174884898,"+",2.70301719895727e-08,3.43994964291215e-06,-17.233390483314
"chr2",175666655,175666655,"+",1.77374004373121e-10,3.6907027710935e-08,27.3276019754893
"chr2",175666865,175666865,"+",0,0,-27.0679030619485
"chr2",175976580,175976580,"+",8.57211021942916e-07,7.22165856833899e-05,-17.2158199795431
"chr2",176341901,176341901,"+",2.80020911013201e-05,0.0014329487364186,-16.2112010796221
"chr2",176549467,176549467,"+",0,0,25.8607954135776
"chr2",176569355,176569355,"+",2.22044604925031e-15,1.03310405208112e-12,-21.6049872235439
"chr2",176624664,176624664,"+",1.23814292152247e-11,3.24083974151867e-09,-19.6175610497133
"chr2",178039529,178039529,"+",3.82422807865268e-06,0.00026305605583493,-18.4602257810449
"chr2",178145886,178145886,"+",5.64010350057043e-06,0.000366741522675228,-15.2229205641856
"chr2",178468493,178468493,"+",0,0,21.3389121338912
"chr2",178532503,178532503,"+",1.47659662275146e-14,6.12729128880781e-12,-16.7741432556782
"chr2",179171817,179171817,"+",8.43769498715119e-15,3.63581525727368e-12,23.5922668771917
"chr2",179387621,179387621,"+",1.01012287867519e-07,1.10375226051715e-05,-16.1129629220841
"chr2",180100464,180100464,"+",4.6691406074828e-08,5.59291500785659e-06,-21.2782751854942
"chr2",180100632,180100632,"+",0,0,-15.798434688459
"chr2",181921917,181921917,"+",1.25455201782643e-14,5.26302738075797e-12,17.667292057536
"chr2",182853206,182853206,"+",1.27020505225062e-10,2.72213092565467e-08,19.0207808045352
"chr2",183107269,183107269,"+",0,0,-17.3850256998501
"chr2",188420195,188420195,"+",8.67972360651947e-12,2.33674292929009e-09,-19.1878172588832
"chr2",189494381,189494381,"+",0,0,23.9629804095431
"chr2",190042909,190042909,"+",0,0,16.1398136636429
"chr2",190327076,190327076,"+",0,0,28.6777543219033
"chr2",190351065,190351065,"+",0,0,27.6821424281791
"chr2",191081686,191081686,"+",3.10862446895044e-15,1.41929630389318e-12,-22.1338950038502
"chr2",191325255,191325255,"+",0,0,33.748426454924
"chr2",191346292,191346292,"+",0,0,19.2795543114911
"chr2",191404963,191404963,"+",0,0,17.437058715338
"chr2",191505485,191505485,"+",3.91600959437355e-08,4.78468579331069e-06,-16.2516860715555
"chr2",191726465,191726465,"+",5.47900139813429e-07,4.88365175177823e-05,-19.2176572330985
"chr2",192094960,192094960,"+",0,0,26.4704882071862
"chr2",192365887,192365887,"+",0,0,-28.1949437881641
"chr2",192995282,192995282,"+",0.000297210813061222,0.00993668562833112,15.0769956002514
"chr2",193565782,193565782,"+",1.52361334659901e-09,2.59775027403674e-07,16.8297949628673
"chr2",195367048,195367048,"+",2.8828538880199e-05,0.00146856647282964,15.8527131782946
"chr2",197848939,197848939,"+",9.28844437697585e-05,0.00387342433881291,-17.3160173160173
"chr2",198165120,198165120,"+",0,0,17.9021907592127
"chr2",198169771,198169771,"+",0,0,15.606455879345
"chr2",198236333,198236333,"+",1.8827788106357e-08,2.48612874413767e-06,-23.0262493690056
"chr2",198436483,198436483,"+",3.21244475465221e-10,6.35475596878947e-08,-15.1824507781102
"chr2",198649904,198649904,"+",4.45199432874688e-14,1.73512971705057e-11,-23.7412177985949
"chr2",198666752,198666752,"+",1.21935794794581e-12,3.80698854294569e-10,-15.3518052369054
"chr2",198837357,198837357,"+",3.85289988802384e-09,5.99528924407812e-07,-23.6060213881888
"chr2",201068001,201068001,"+",4.32512881065605e-09,6.65207004160727e-07,-19.375126288139
"chr2",201167771,201167771,"+",0,0,22.0916444514471
"chr2",201167854,201167854,"+",0,0,25.1180042601734
"chr2",201195602,201195602,"+",0,0,-25.1475670965312
"chr2",201646568,201646568,"+",0,0,-15.7655164114444
"chr2",201796123,201796123,"+",9.6963303953701e-05,0.0040131604367171,-15.3223270440252
"chr2",202284903,202284903,"+",0,0,23.4520616828696
"chr2",202289316,202289316,"+",2.80637521998806e-07,2.72117308174184e-05,15.2503579232914
"chr2",202837157,202837157,"+",2.06991646045651e-10,4.25124956247174e-08,-23.2788912024987
"chr2",202977025,202977025,"+",7.03494262843662e-10,1.2917126529118e-07,-28.1051079024996
"chr2",203004313,203004313,"+",0,0,-16.2628444159482
"chr2",206511906,206511906,"+",0,0,37.9972042190876
"chr2",206842760,206842760,"+",4.5946123572449e-08,5.51318901874221e-06,-19.1153936822254
"chr2",207026471,207026471,"+",1.6326065043204e-06,0.000126085196372569,18.1797651309846
"chr2",207101445,207101445,"+",0,0,-42.1230308734359
"chr2",207508741,207508741,"+",0,0,-17.6144443994946
"chr2",207865998,207865998,"+",9.94958911431088e-05,0.00409964076948786,-15.2683295540438
"chr2",208176486,208176486,"+",0,0,-16.909433229384
"chr2",208734940,208734940,"+",2.8400901807113e-05,0.00145016403196712,-15.4180247100735
"chr2",208735200,208735200,"+",0,0,-16.8658570212369
"chr2",208896328,208896328,"+",1.11182463236048e-09,1.9542617024046e-07,-16.5718660287081
"chr2",209000143,209000143,"+",0,0,19.5910278864906
"chr2",209000169,209000169,"+",3.23518989375771e-13,1.10222497697202e-10,19.2609837631328
"chr2",209100914,209100914,"+",0,0,18.1030670116503
"chr2",210479385,210479385,"+",0,0,21.8850365221038
"chr2",210616676,210616676,"+",2.87991852587766e-13,9.89188946139664e-11,20.7849500532427
"chr2",212273451,212273451,"+",2.15432683514649e-05,0.00114864039401509,16.260727749111
"chr2",213696779,213696779,"+",4.7725490226469e-11,1.11337930313884e-08,-15.5888539879259
"chr2",216419932,216419932,"+",0,0,15.1116542073989
"chr2",216419973,216419973,"+",0,0,17.353289478224
"chr2",216853495,216853495,"+",0,0,-31.2208824335434
"chr2",216877126,216877126,"+",0.000128890174924567,0.00506977871534224,-17.0334002293578
"chr2",216936442,216936442,"+",0.000153494575644064,0.00584747886003672,-16.462703962704
"chr2",216995507,216995507,"+",1.9639845305619e-13,6.93189849921825e-11,-15.0412540772682
"chr2",217352252,217352252,"+",0,0,18.242344989177
"chr2",217487621,217487621,"+",3.36799960860557e-05,0.00167270756449283,17.0910069501322
"chr2",217672823,217672823,"+",0.000247834188723983,0.00859425687890269,17.4694189602446
"chr2",217935052,217935052,"+",1.17600211313462e-06,9.50571260013325e-05,17.3590003377237
"chr2",218306089,218306089,"+",5.56640289417487e-11,1.28200153275717e-08,19.0470305982205
"chr2",218354130,218354130,"+",0,0,25.4064127983827
"chr2",218576226,218576226,"+",0,0,18.2588597842835
"chr2",218925608,218925608,"+",0,0,15.3380352616171
"chr2",219124221,219124221,"+",2.17992290885149e-12,6.54165519589682e-10,-15.6902159274104
"chr2",219187388,219187388,"+",1.55431223447522e-15,7.3879109797712e-13,-15.0121096780736
"chr2",219189142,219189142,"+",1.82325369820768e-05,0.000997758998838922,-18.6074702628987
"chr2",219219839,219219839,"+",0,0,22.0435864722983
"chr2",219229146,219229146,"+",0,0,25.076548219588
"chr2",219235491,219235491,"+",1.11022302462516e-16,5.91807495522432e-14,-16.4116635639673
"chr2",219235530,219235530,"+",2.28705943072782e-14,9.25508114254122e-12,-15.4804042606286
"chr2",220007421,220007421,"+",4.69750049780782e-06,0.000313844172603349,-16.2249415816013
"chr2",220357594,220357594,"+",1.86543227753688e-07,1.89968443464196e-05,22.2754409769335
"chr2",220389332,220389332,"+",0,0,25.3449720431578
"chr2",220509380,220509380,"+",0,0,15.9674433409654
"chr2",220992143,220992143,"+",0,0,17.9999576650885
"chr2",222069956,222069956,"+",2.42918785087198e-09,3.95290729562931e-07,-18.9631211101936
"chr2",222314432,222314432,"+",0,0,-24.6698772720211
"chr2",222392642,222392642,"+",7.90732482047751e-07,6.72517947688071e-05,15.2568504810171
"chr2",223180541,223180541,"+",3.28226335000181e-12,9.55453632736044e-10,-25.902172872595
"chr2",223709146,223709146,"+",2.25263344644233e-08,2.92100094837769e-06,-17.0952380952381
"chr2",223709181,223709181,"+",9.83058079384591e-12,2.62034972398371e-09,-17.5654724491934
"chr2",223709257,223709257,"+",1.77635683940025e-15,8.37617490822205e-13,-15.0289371110321
"chr2",223917629,223917629,"+",2.52093371357898e-05,0.00131187256235301,-15.8374771558502
"chr2",224085983,224085983,"+",2.65450883496499e-10,5.33239793797653e-08,-15.3723252496434
"chr2",224698557,224698557,"+",1.93638931555995e-08,2.54973383180822e-06,-16.7155425219941
"chr2",224743373,224743373,"+",0,0,-15.9853168430291
"chr2",224783529,224783529,"+",1.82112931734757e-07,1.85995133698192e-05,-15.4284940306883
"chr2",228231869,228231869,"+",6.58682777321395e-07,5.73215175379078e-05,-20.7179487179487
"chr2",228231872,228231872,"+",3.44267733820569e-06,0.000240373293403211,-19.3265342008089
"chr2",228231970,228231970,"+",6.18739059987661e-10,1.15166723331424e-07,-16.6228955769598
"chr2",228246701,228246701,"+",0,0,16.636481496124
"chr2",228498048,228498048,"+",0,0,-18.5939184220335
"chr2",228509381,228509381,"+",4.83209028345755e-11,1.12564253292482e-08,-16.6451162237679
"chr2",228613070,228613070,"+",3.33066907387547e-15,1.51472331743766e-12,16.1316661352704
"chr2",228806676,228806676,"+",0,0,-15.4447766754051
"chr2",229290365,229290365,"+",2.90323320939478e-13,9.96607878330594e-11,21.0681775259679
"chr2",229290373,229290373,"+",1.18285381489613e-10,2.55244247436925e-08,27.2986003440732
"chr2",231090628,231090628,"+",9.66459290374644e-09,1.36887396770108e-06,15.6901846813422
"chr2",231479871,231479871,"+",1.6191312848246e-06,0.000125200943910722,15.0214487069494
"chr2",231679223,231679223,"+",0,0,19.8950960644084
"chr2",231746682,231746682,"+",8.36023472672309e-11,1.85973828831069e-08,-15.9947320324679
"chr2",232118079,232118079,"+",0.000105082203923357,0.00428779696321323,15.3617867859616
"chr2",232250397,232250397,"+",0.000193227523601069,0.00703669794446775,-15.1322967812329
"chr2",232354831,232354831,"+",0,0,24.4973968762515
"chr2",232577709,232577709,"+",3.07715677848597e-05,0.00155050027843148,17.9881396881177
"chr2",233252821,233252821,"+",0,0,30.6428571428571
"chr2",233274475,233274475,"+",2.22044604925031e-16,1.15521162270675e-13,30.5490996353192
"chr2",233766015,233766015,"+",0,0,18.8097859748125
"chr2",233983134,233983134,"+",6.13345934596943e-07,5.38764081106642e-05,15.3178893178893
"chr2",234077803,234077803,"+",1.23856480627182e-11,3.24162289092459e-09,-23.1570171704271
"chr2",234144882,234144882,"+",1.85043091960324e-11,4.69211553609798e-09,-27.0757539008812
"chr2",234331016,234331016,"+",8.24264231313876e-08,9.23059578005128e-06,17.6828497222844
"chr2",234737045,234737045,"+",1.99396055222678e-13,7.02745375187755e-11,15.9691934147391
"chr2",234883167,234883167,"+",7.0306219770444e-06,0.000443991163767285,-15.0376647834275
"chr2",234913073,234913073,"+",8.9834631824548e-06,0.000546719420701886,-15.2281801351683
"chr2",235334456,235334456,"+",9.59230261887711e-09,1.3591650350669e-06,16.2391304347826
"chr2",235334565,235334565,"+",5.77804470935916e-12,1.60693241114765e-09,18.2812629142904
"chr2",235334584,235334584,"+",7.91929022359028e-09,1.14455147513747e-06,16.4482882882883
"chr2",235406162,235406162,"+",2.91201197778479e-05,0.00148085920068005,16.4660493827161
"chr2",235406314,235406314,"+",1.59912871389167e-07,1.66042004298077e-05,16.3958652862986
"chr2",236286166,236286166,"+",0,0,16.9317183036695
"chr2",236287265,236287265,"+",6.66133814775094e-16,3.30015434917864e-13,15.7626450870522
"chr2",236415919,236415919,"+",0,0,-15.7818858329365
"chr2",237032836,237032836,"+",0,0,-16.0572614107884
"chr2",237855750,237855750,"+",0,0,-19.4217459153891
"chr2",238080369,238080369,"+",6.66134201132706e-08,7.64815094170829e-06,-16.3442065673369
"chr2",238639895,238639895,"+",0,0,15.6109296371502
"chr2",238671886,238671886,"+",1.84974370265323e-07,1.88586078602718e-05,-15.024155904659
"chr2",238769253,238769253,"+",1.10619540794055e-05,0.000652213193678563,-19.2568130519746
"chr2",238769277,238769277,"+",1.38721856224322e-09,2.38606338141347e-07,-23.301393728223
"chr2",238769307,238769307,"+",2.71265271134524e-07,2.63981170057294e-05,-17.4063981042654
"chr2",238769342,238769342,"+",1.13032279092096e-08,1.57600139357777e-06,-16.6933255780137
"chr2",238769392,238769392,"+",2.12230233387345e-12,6.38589403003802e-10,-16.9823672914801
"chr2",238769422,238769422,"+",5.8900329058531e-11,1.34958254650588e-08,-15.5952709904078
"chr2",238811276,238811276,"+",0.000153070893053497,0.00583447524322204,-16.9071851739329
"chr2",238814739,238814739,"+",2.28171925797938e-11,5.67623635437487e-09,-15.922398341124
"chr2",238814760,238814760,"+",0,0,-18.0292279614233
"chr2",238814771,238814771,"+",0,0,-17.4188056586468
"chr2",238814783,238814783,"+",5.55111512312578e-16,2.77330253705697e-13,-16.0160836414471
"chr2",238814796,238814796,"+",1.11022302462516e-16,5.91807495522432e-14,-16.4468048847211
"chr2",238814811,238814811,"+",2.90878432451791e-14,1.15981597976459e-11,-15.5150030677546
"chr2",238814816,238814816,"+",7.66053886991358e-15,3.32063874501955e-12,-15.5957668197853
"chr2",238814909,238814909,"+",1.68664837651988e-09,2.84797786483899e-07,-19.9249882794187
"chr2",239049539,239049539,"+",1.85296222809939e-13,6.56396850341033e-11,-19.426123853326
"chr2",239066346,239066346,"+",8.88178419700125e-16,4.33806435857062e-13,16.511644858514
"chr2",239291250,239291250,"+",7.50172498009682e-07,6.42687839521632e-05,-18.7083275212721
"chr2",239291255,239291255,"+",6.01677411715684e-06,0.00038766789656253,-17.7061469265367
"chr2",239342409,239342409,"+",9.29412480310532e-09,1.32239754515049e-06,17.9698708751793
"chr2",239343690,239343690,"+",1.18613137577439e-05,0.000692749601779123,-17.2306529449387
"chr2",239343710,239343710,"+",2.01617091173389e-05,0.0010856733499373,-15.129298853639
"chr2",239358707,239358707,"+",1.96571647848032e-11,4.95589447369042e-09,-15.9632135531819
"chr2",239524081,239524081,"+",1.72275527177135e-11,4.38905675865015e-09,-16.0992104957622
"chr2",239542520,239542520,"+",9.04831765069503e-14,3.36102920756522e-11,-16.7019138042146
"chr2",239565255,239565255,"+",2.77573860563152e-08,3.52212408143976e-06,-15.5065563145037
"chr2",239888880,239888880,"+",0,0,-21.8700774123407
"chr2",240049320,240049320,"+",0,0,-15.5115352960121
"chr2",240077371,240077371,"+",0,0,16.3946482885809
"chr2",240077486,240077486,"+",0,0,19.3478439593867
"chr2",240109568,240109568,"+",7.15340635837336e-07,6.16555837284348e-05,-16.3576096444665
"chr2",240145104,240145104,"+",3.64501797145422e-05,0.00178613490698489,-15.3333333333333
"chr2",240156785,240156785,"+",1.67279847140822e-06,0.000128734040633032,18.4813753581662
"chr2",240168566,240168566,"+",0,0,18.1319967444268
"chr2",240168856,240168856,"+",2.22044604925031e-15,1.03310405208112e-12,23.0690875299332
"chr2",240168879,240168879,"+",9.54791801177635e-15,4.08032028760464e-12,24.2532169117647
"chr2",240202327,240202327,"+",2.46307751972097e-10,4.98142135565459e-08,-18.1502272119754
"chr2",240451830,240451830,"+",0,0,-33.3991125381854
"chr2",240453987,240453987,"+",1.43984824063637e-12,4.44475349924511e-10,-19.602286258633
"chr2",240566456,240566456,"+",0,0,26.3360002114146
"chr2",240612469,240612469,"+",3.92709869934116e-06,0.000269055557119024,16.1975152219055
"chr2",240684618,240684618,"+",7.46722973121727e-07,6.40110097005156e-05,18.4111311304955
"chr2",240735971,240735971,"+",0,0,23.0471066002792
"chr2",240752778,240752778,"+",0,0,-23.6818963440933
"chr2",240872433,240872433,"+",0,0,24.8013616774708
"chr2",240878230,240878230,"+",7.05135949630176e-11,1.5919467560925e-08,17.5992049532118
"chr2",240878373,240878373,"+",0,0,20.5121604785658
"chr2",241080351,241080351,"+",0,0,32.7831546238904
"chr2",241082021,241082021,"+",0,0,20.0677728718606
"chr2",241082161,241082161,"+",0,0,22.3003743642159
"chr2",241082218,241082218,"+",0,0,23.7014151558628
"chr2",241098090,241098090,"+",4.11892742135933e-14,1.61224085902935e-11,-16.9863040410948
"chr2",241098118,241098118,"+",0,0,-19.6497168335802
"chr2",241098493,241098493,"+",0,0,-31.4188270826545
"chr2",241466019,241466019,"+",1.96052191336893e-06,0.000147952677542842,-16.2610345681049
"chr2",241495013,241495013,"+",0.000168622927929962,0.00631124902573897,-15.3124769966875
"chr2",241496642,241496642,"+",1.01982137457046e-06,8.39702293413234e-05,-15.9159159159159
"chr2",241496958,241496958,"+",3.47952445095556e-05,0.00171848932902188,-15.8798649976503
"chr2",241665512,241665512,"+",4.20751211649417e-11,9.92562111253347e-09,25.5771300238619
"chr2",241667488,241667488,"+",6.27030649624771e-11,1.43006000003883e-08,-28.189188770211
"chr2",241810404,241810404,"+",1.54151906250899e-06,0.000120017292803223,15.7510798272276
"chr2",242000781,242000781,"+",4.62051240934791e-07,4.2067207223942e-05,-17.3896889818074
"chr2",242174860,242174860,"+",5.55656631817669e-11,1.28004817113538e-08,-16.2427923163533
"chr2",242275944,242275944,"+",3.07267544741308e-11,7.44437121268449e-09,28.0961791831357
"chr2",242522794,242522794,"+",0,0,20.4203599978248
"chr2",242643565,242643565,"+",6.19504447740837e-14,2.36125134431024e-11,16.7467568927423
"chr2",242664557,242664557,"+",1.10992637303298e-09,1.95139738371458e-07,-15.1277723762176
"chr2",242688203,242688203,"+",0,0,18.3723215330502
"chr2",242688292,242688292,"+",0,0,18.9478110314123
"chr2",242689262,242689262,"+",0,0,21.8250377073906
"chr2",242699829,242699829,"+",9.99200722162641e-16,4.8598958070275e-13,-16.2462898561802
"chr2",242742732,242742732,"+",1.30623269423147e-06,0.00010408758562846,16.2213393575861
"chr2",242928012,242928012,"+",0,0,17.5825220762898
"chr2",242928044,242928044,"+",5.84643444767607e-13,1.92047688593907e-10,15.3502854177478
"chr2",242929164,242929164,"+",9.32254273777744e-13,2.96607940997318e-10,-16.5883091708303
"chr2",242930178,242930178,"+",1.11022302462516e-16,5.91807495522432e-14,-17.2929532624877
"chr2",242930205,242930205,"+",7.7715611723761e-15,3.36474753415511e-12,-16.6047954047221
"chr2",242941173,242941173,"+",0,0,-17.1301006705047
"chr2",242941415,242941415,"+",5.56361623438306e-11,1.28146132589899e-08,-15.3728094939893
"chr20",658949,658949,"+",0,0,-17.1928076898473
"chr20",1115293,1115293,"+",0,0,20.8127228267971
"chr20",1146798,1146798,"+",3.96971866489793e-09,6.15826328859109e-07,-15.7966730605956
"chr20",1702791,1702791,"+",0,0,19.7289018439309
